text,target,category,polarity,_merge
Besiktaki en hakiki pideci diyebilirim. ben bu yuzden tatli yemegi tercih etmedim. fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun. puanimdan sirf yavas yuzunden kisiyorum! otobus duraginin hemen karsisinda yeri cok kolay. kucuk ama hep dolu olan bir pideci. porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem. servis oldukca yavas. yavas demek bile az kalir. az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz. besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki. tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,,SERVICE#GENERAL,negative,left_only
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,FOOD#QUALITY,conflict,left_only
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,FOOD#STYLE_OPTIONS,negative,left_only
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,LOCATION#GENERAL,positive,left_only
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,RESTAURANT#GENERAL,negative,left_only
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,RESTAURANT#PRICES,positive,left_only
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,SERVICE#GENERAL,negative,left_only
"Big chefs her daim şişirilmiş bir kafedir. Çünkü size oluru olmayan fiyatlar sunar. Bunun yanı sıra şube açtığı semtler ortadadır. İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır . Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem . Çünkü bu israftan başka bir şey değil benim nazarımda . Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !",,FOOD#PRICES,negative,left_only
"Big chefs her daim şişirilmiş bir kafedir. Çünkü size oluru olmayan fiyatlar sunar. Bunun yanı sıra şube açtığı semtler ortadadır. İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır . Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem . Çünkü bu israftan başka bir şey değil benim nazarımda . Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !",,RESTAURANT#GENERAL,negative,left_only
"Big chefs her daim şişirilmiş bir kafedir. Çünkü size oluru olmayan fiyatlar sunar. Bunun yanı sıra şube açtığı semtler ortadadır. İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır . Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem . Çünkü bu israftan başka bir şey değil benim nazarımda . Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !",,RESTAURANT#PRICES,negative,left_only
"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",ayvalık tostuna,FOOD#PRICES,negative,right_only
"Bir goz baslayan ekonomik hayatina neredeyse tum sokaga yerleserek devam eden bir isletme. Menusundeki hemen hemen hersey oldukca lezzetli. Ozellikle acik bufe sabah kahvaltisi evinizde yapiyormus gibi keyifli. Ogle yemeklerinde mutlaka erken orda olmak gerek, yoksa yiyeceknyemek bulmakta zorlanabilirsiniz.",,FOOD#QUALITY,positive,left_only
"Bir gun once ayni saatte oglen menusu getiren garson, bir gun sonra kustahca ""dun insiyatif alip getirdim ama bundan sonra vermem olur biter"" diyerek getirmedi. Kesinlikle gitmeyin, muamele cok kotu.",,SERVICE#GENERAL,negative,left_only
"Bir kaç kez yemek yeme fırsatı bulduğum mekan. Civardaki restorantlardan pek bir farkı yok, servisi yavaş. Fiyatlar da aynı şekilde civardakilerle hemen hemen aynı.",,SERVICE#GENERAL,negative,left_only
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,servis,SERVICE#GENERAL,negative,right_only
"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",bugday salatasi,FOOD#QUALITY,positive,right_only
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe. E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik. Bahçesi keyifli yemekte çok kötü değildi. Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,,AMBIENCE#GENERAL,positive,left_only
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe. E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik. Bahçesi keyifli yemekte çok kötü değildi. Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,,FOOD#QUALITY,neutral,left_only
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe. E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik. Bahçesi keyifli yemekte çok kötü değildi. Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,,LOCATION#GENERAL,positive,left_only
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe. E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik. Bahçesi keyifli yemekte çok kötü değildi. Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,,RESTAURANT#GENERAL,positive,left_only
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe. E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik. Bahçesi keyifli yemekte çok kötü değildi. Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,,SERVICE#GENERAL,negative,left_only
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle ! Hayal kırıklığı",,DRINKS#STYLE_OPTIONS,negative,left_only
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle ! Hayal kırıklığı",,RESTAURANT#GENERAL,negative,left_only
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle ! Hayal kırıklığı",,SERVICE#GENERAL,negative,left_only
Bir yudum portakal suyu koyarak tabağı süsleyerek göz dolduruyorlar .,tabağı,FOOD#STYLE_OPTIONS,negative,left_only
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...",şarap,DRINKS#PRICES,negative,right_only
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5... Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta.",,AMBIENCE#GENERAL,negative,left_only
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5... Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta.",,DRINKS#PRICES,negative,left_only
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,lezzette,FOOD#QUALITY,negative,right_only
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,FOOD#QUALITY,negative,left_only
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,FOOD#STYLE_OPTIONS,negative,left_only
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,RESTAURANT#GENERAL,negative,left_only
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,RESTAURANT#PRICES,negative,left_only
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,SERVICE#GENERAL,negative,left_only
"Biçak arasi iyi, saç arasi mükemmel, garsonlar ilgisiz ve fiyatlar uçmus.",saç arasi,FOOD#QUALITY,positive,right_only
Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.,Irish Malt,DRINKS#QUALITY,positive,right_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",dekorasyonu,AMBIENCE#GENERAL,positive,right_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",müzikleri,AMBIENCE#GENERAL,positive,right_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,AMBIENCE#GENERAL,positive,left_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,FOOD#QUALITY,neutral,left_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,FOOD#STYLE_OPTIONS,positive,left_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,LOCATION#GENERAL,positive,left_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,RESTAURANT#GENERAL,positive,left_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,RESTAURANT#PRICES,positive,left_only
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel. Kahvaltı seçenekleri çok iyi. Yemekleri de fena değil. Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor. Gece, gündüz, her zaman için öneririm. Özellikle yaz aylarında.",,SERVICE#GENERAL,positive,left_only
Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı. Menemeni güzel denebilir. Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin. Zengini buysa normali nasıl olur.,,FOOD#QUALITY,positive,left_only
Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı. Menemeni güzel denebilir. Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin. Zengini buysa normali nasıl olur.,,FOOD#STYLE_OPTIONS,negative,left_only
