text,target,category,polarity
Çoluğu çocuğu toplayan ev hanımları grupları mekana olan ilgiyi azaltıyor.,ev hanımları,AMBIENCE#GENERAL,negative
Garsonlar iyi.,Garsonlar,SERVICE#GENERAL,positive
"Ansiklopedi kalinliginda menuyu getirip siparisinizi vermek istediginizde o yok, bu uok,su kalmadi seklinde ifadelerle birturlu istediginiz tatliyi yiyemediginiz mekan isletmecisine konuyu ilettiginizde yapacak birseyleri olmadigini buyuk rahatlikla dile getiren , garsonlarinin sattiklari urunden haberdar olmayip isteklerinizi yerine gec veya yanlis getirmeleride cabasi.",getirmeleride,SERVICE#GENERAL,negative
"Ansiklopedi kalinliginda menuyu getirip siparisinizi vermek istediginizde o yok, bu uok,su kalmadi seklinde ifadelerle birturlu istediginiz tatliyi yiyemediginiz mekan isletmecisine konuyu ilettiginizde yapacak birseyleri olmadigini buyuk rahatlikla dile getiren , garsonlarinin sattiklari urunden haberdar olmayip isteklerinizi yerine gec veya yanlis getirmeleride cabasi.",garsonlarinin,SERVICE#GENERAL,negative
"Ansiklopedi kalinliginda menuyu getirip siparisinizi vermek istediginizde o yok, bu uok,su kalmadi seklinde ifadelerle birturlu istediginiz tatliyi yiyemediginiz mekan isletmecisine konuyu ilettiginizde yapacak birseyleri olmadigini buyuk rahatlikla dile getiren , garsonlarinin sattiklari urunden haberdar olmayip isteklerinizi yerine gec veya yanlis getirmeleride cabasi.",NULL,FOOD#STYLE_OPTIONS,negative
Kesinlikle tavsiye etmiyorum.,NULL,RESTAURANT#GENERAL,negative
Diğer şubesinin efsaneleşen hikayelerinin ardından defalarca hep belirli sebeplerle geldiğimiz Eleos bence cidden abartılıyor.,Eleos,RESTAURANT#GENERAL,negative
Yeşilköy şubesini bilemem ama burası standart üzerinde yine de o fiyatlar bence çok saçma.,fiyatlar,RESTAURANT#PRICES,negative
Ayrıca fix menü zorlaması gibi en sinir bozucu uygulamayı burada normalleştirmiş durumdalar.,fix menü,FOOD#STYLE_OPTIONS,negative
Mezeler de vasatın üzerinde.,Mezeler,FOOD#QUALITY,neutral
Balkon/teras bölümü de cidden çok küçük.,Balkon/teras bölümü,AMBIENCE#GENERAL,negative
Her zaman gittigim ve servisi her zaman igrenc olan bu mekan artiik iyice rezalet sinirlarini zorlamis.,servisi,SERVICE#GENERAL,negative
Her zaman gittigim ve servisi her zaman igrenc olan bu mekan artiik iyice rezalet sinirlarini zorlamis.,mekan,RESTAURANT#GENERAL,negative
Mekanin isletmecisi beyin tavri tarzi konusmasi uslubu ve terbiyesi yerlerde.,Mekanin isletmecisi beyin,SERVICE#GENERAL,negative
Mekanin isletmecisi beyin tavri tarzi konusmasi uslubu ve terbiyesi yerlerde.,tavri tarzi konusmasi uslubu,SERVICE#GENERAL,negative
Mekanin populerligi yuzunden rahatlar sanirim ama bu rahatlikla populerligi kisa surede kaybederler.,Mekanin,RESTAURANT#GENERAL,negative
Istanbulda tek manzara goren yer olmamakla beraber yemekleride son derece lezzetsiz.,manzara,AMBIENCE#GENERAL,neutral
Istanbulda tek manzara goren yer olmamakla beraber yemekleride son derece lezzetsiz.,yemekleride,FOOD#QUALITY,negative
Zaten bu saatten sonra sultan sofrasida kursa o isletmeciyle bu mekana bir daha adimimi atmam.,isletmeciyle,SERVICE#GENERAL,negative
"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat.",Yemekler,FOOD#QUALITY,positive
"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat.",ogle yemeginde,AMBIENCE#GENERAL,negative
"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",havuc salatasi,FOOD#QUALITY,positive
"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",bugday salatasi,FOOD#QUALITY,positive
Istanbulda baklavanın adresi.,baklavanın,FOOD#QUALITY,positive
"Karaköyden, Eminönünden geçerken uğramalısınız.",NULL,RESTAURANT#GENERAL,positive
Sadece baklava değil karışık tabak yaptırın.,karışık tabak,FOOD#QUALITY,positive
Çikolatalı baklavayıda özellikle bayanlara tavsiye ederim,Çikolatalı baklavayıda,FOOD#QUALITY,positive
"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.",manzarasiyla,AMBIENCE#GENERAL,positive
"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.",meze ve yemekleriyle,FOOD#QUALITY,positive
"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.",muzikler,AMBIENCE#GENERAL,positive
Burayi seviyorum gerçekten.,Burayi,RESTAURANT#GENERAL,positive
Hersey lezzetli statüsüne çok yakin.,Hersey,FOOD#QUALITY,positive
Keyifli vakit geçirirsiniz emin olun.,vakit geçirirsiniz,RESTAURANT#GENERAL,positive
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...",votka,DRINKS#PRICES,negative
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...",şarap,DRINKS#PRICES,negative
"Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta.",müzik,AMBIENCE#GENERAL,negative
Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .,mezeleriyle,FOOD#STYLE_OPTIONS,positive
mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .,mezeleri,FOOD#QUALITY,positive
bunun haricinde çalışanların ilgiside gayet iyi,çalışanların ilgiside,SERVICE#GENERAL,positive
Tam bir hayal kırıklığı.,NULL,RESTAURANT#GENERAL,negative
Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi.,tabak,FOOD#QUALITY,negative
Hamburgerleri vasat.,Hamburgerleri,FOOD#QUALITY,neutral
Çok çok kötü,NULL,RESTAURANT#GENERAL,negative
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla.,kahvaltı,RESTAURANT#GENERAL,negative
Porsiyonları çok küçük fiyatlar çok Pahalı.,Porsiyonları,FOOD#STYLE_OPTIONS,negative
Porsiyonları çok küçük fiyatlar çok Pahalı.,fiyatlar,AMBIENCE#GENERAL,negative
Garsonlar ilgisiz çayları kötü.,Garsonlar,SERVICE#GENERAL,negative
Garsonlar ilgisiz çayları kötü.,çayları,DRINKS#QUALITY,negative
Arada bir belki tatlı yemeye gidilebilir.,tatlı,FOOD#QUALITY,positive
O da manzarası için.,manzarası,AMBIENCE#GENERAL,positive
Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan.,çayları,DRINKS#STYLE_OPTIONS,positive
Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.,Bourbon vanilla,DRINKS#QUALITY,positive
Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.,Irish Malt,DRINKS#QUALITY,positive
"Servis kaliteli, çalışanları ise inanılmaz ilgili.",çalışanları,SERVICE#GENERAL,positive
"Servis kaliteli, çalışanları ise inanılmaz ilgili.",Servis,SERVICE#GENERAL,positive
Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da.,çayların,DRINKS#STYLE_OPTIONS,positive
Mekandaki müzik seçimleri de harika.,müzik seçimleri,AMBIENCE#GENERAL,positive
Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.,serviste,SERVICE#GENERAL,negative
Mekan güzel ferah.,Mekan,AMBIENCE#GENERAL,positive
Servis çok hızlı.,Servis,SERVICE#GENERAL,positive
Çok fazla çeşit var.,çeşit,FOOD#STYLE_OPTIONS,positive
Bazı çeşitler kebapla çok alakasız olabiliyor.,çeşitler,FOOD#STYLE_OPTIONS,negative
Fiyatları makul.,Fiyatları,RESTAURANT#PRICES,positive
Yemekler lezzetli,Yemekler,FOOD#QUALITY,positive
"Manzara güzel,yemekler güzel ama servis berbat.",servis,SERVICE#GENERAL,negative
"Manzara güzel,yemekler güzel ama servis berbat.",yemekler,FOOD#QUALITY,positive
"Manzara güzel,yemekler güzel ama servis berbat.",Manzara,AMBIENCE#GENERAL,positive
Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.,demlik çay,DRINKS#QUALITY,negative
Kısacası berbat.,NULL,RESTAURANT#GENERAL,negative
"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.",NULL,FOOD#QUALITY,positive
"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.",Mekani,AMBIENCE#GENERAL,positive
"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.",çesitler,FOOD#STYLE_OPTIONS,positive
servisi gayet iyi.,servisi,SERVICE#GENERAL,positive
"Tesis, Fethi Pasa korulugunun içinde yer aliyor.",Tesis,LOCATION#GENERAL,neutral
Etler kalitesi ortalama.,Etler,FOOD#QUALITY,neutral
Lezzet ortalama.,Lezzet,FOOD#QUALITY,neutral
Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.,NULL,RESTAURANT#GENERAL,negative
Mekan güzel.,Mekan,RESTAURANT#GENERAL,positive
Bu et bu parayı asla hak etmiyor.,et,FOOD#QUALITY,negative
Bu et bu parayı asla hak etmiyor.,et,FOOD#PRICES,negative
Kuru fasulye için gidilir.,Kuru fasulye,FOOD#QUALITY,positive
Güzel yapıyorlar.,NULL,FOOD#QUALITY,positive
"Pilav, ayran eşliğinde iyi bir menü.",menü,FOOD#QUALITY,positive
"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş.",personelinden,SERVICE#GENERAL,negative
Mart ayinin son gunu bugun berbatti burasi.,burasi,RESTAURANT#GENERAL,negative
"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.",kokusu tadi,FOOD#QUALITY,negative
"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.",menemen,FOOD#QUALITY,negative
"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.",Kahvaltiliklar,FOOD#STYLE_OPTIONS,negative
Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!,yedigimi,FOOD#QUALITY,negative
Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.,mekandır,RESTAURANT#GENERAL,positive
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",bahçesi,AMBIENCE#GENERAL,positive
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",mekanda,AMBIENCE#GENERAL,positive
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",fiyatlar,RESTAURANT#PRICES,positive
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",servis,SERVICE#GENERAL,positive
Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.,NULL,RESTAURANT#GENERAL,positive
Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,lezzetleri,FOOD#QUALITY,positive
Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,Küçük Ev,RESTAURANT#GENERAL,positive
Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,ilgi,SERVICE#GENERAL,positive
Ardindan en çok begendigim ise döner oldu.,döner,FOOD#QUALITY,positive
Gayet lezzetliydi.,NULL,FOOD#QUALITY,positive
Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.,dönerini ve kavurmali pidesini,FOOD#QUALITY,positive
Diger yediklerimizide begendim hepsi güzellerdi.,yediklerimizide,FOOD#QUALITY,positive
Kendi üretimleri manda yogurtlarinida denemenizde fayda var.,manda yogurtlarinida,FOOD#QUALITY,positive
Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,kaymakli ayva tatlisini,FOOD#QUALITY,positive
Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,kazandibini,FOOD#QUALITY,positive
"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.",Fiyatlar,RESTAURANT#PRICES,positive
"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.",konumundan,LOCATION#GENERAL,positive
"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.",hizmet,SERVICE#GENERAL,positive
Öncelikle ortamini çok begendim.,ortamini,AMBIENCE#GENERAL,positive
"Güzel, sik ve ferah bir ortami var.",ortami,AMBIENCE#GENERAL,positive
Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.,agaç,AMBIENCE#GENERAL,positive
O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.,çaba,AMBIENCE#GENERAL,positive
Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.,ürünleri,FOOD#STYLE_OPTIONS,positive
Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.,kasarli ve kavurmali pide,FOOD#QUALITY,positive
Harikaydi...,NULL,RESTAURANT#GENERAL,positive
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim.",NULL,FOOD#QUALITY,negative
Yani güzel degildi.,NULL,FOOD#QUALITY,negative
Damak tadima hitap edemedi açikçasi.,NULL,FOOD#QUALITY,negative
Biberler kizartilmadan atilmis içine.,Biberler,FOOD#QUALITY,negative
Bol yumurtali ve birkaç parça domates atilmis içine.,domates,FOOD#QUALITY,negative
Adeta menemen degil biberli omlet olmus gibi.,menemen,FOOD#QUALITY,negative
Açik ayrani fena degildi.,Açik ayrani,DRINKS#QUALITY,neutral
Begendim diyebilirim.,NULL,RESTAURANT#GENERAL,positive
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,Manzara,AMBIENCE#GENERAL,positive
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,cesit,FOOD#STYLE_OPTIONS,negative
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,NULL,RESTAURANT#PRICES,negative
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,yemegi,FOOD#QUALITY,negative
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,patates kizartmasi,FOOD#QUALITY,positive
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,sunum,SERVICE#GENERAL,negative
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,hamburgeri,FOOD#QUALITY,negative
dün gidip yeniden kahvalti etme firsati buldugum yer.,yer,RESTAURANT#GENERAL,positive
ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.,doyduk,FOOD#STYLE_OPTIONS,positive
bir kahvalti tabagi ile gelen çay ücretsizdi.,çay,DRINKS#STYLE_OPTIONS,positive
yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.,ücret,RESTAURANT#PRICES,neutral
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,patates,FOOD#PRICES,neutral
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,menemen,FOOD#PRICES,neutral
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,kahvalti tabagi,FOOD#PRICES,neutral
Sani Istanbul'un dört bir kösesine yayilmis durumda.,Sani,RESTAURANT#GENERAL,positive
Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.,NULL,RESTAURANT#GENERAL,neutral
Etine eyvallah fakat fiyat konusunda çok uçuklar.,fiyat,RESTAURANT#PRICES,negative
Etine eyvallah fakat fiyat konusunda çok uçuklar.,Etine,FOOD#QUALITY,positive
Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,ortamini,AMBIENCE#GENERAL,negative
Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.,çay,FOOD#QUALITY,positive
Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.,çay,FOOD#STYLE_OPTIONS,positive
"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.",atmosfere,AMBIENCE#GENERAL,positive
"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.",sokak aralarında,LOCATION#GENERAL,positive
Servis çok özenli ve güzel.,Servis,SERVICE#GENERAL,positive
Müşterisi genç bir kitle.,Müşterisi,RESTAURANT#GENERAL,neutral
Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.,Kül tablalarının,SERVICE#GENERAL,negative
Manzara'ya tabikide yıldızlı 5 !,Manzara'ya,AMBIENCE#GENERAL,positive
Dekorasyon da bir o kadar güzel.,Dekorasyon,AMBIENCE#GENERAL,positive
Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.,NULL,RESTAURANT#GENERAL,neutral
Tek kötü yanı bu olabilir burasının benim açımdan.,NULL,RESTAURANT#GENERAL,negative
Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.,manzara,AMBIENCE#GENERAL,positive
Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.,Fiyatlar,RESTAURANT#PRICES,negative
Aşk-ı Memnu'yu tatmayan kalmasın!,Aşk-ı Memnu'yu,FOOD#QUALITY,positive
Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,Kuş Yuvası,FOOD#QUALITY,positive
yazın dısarıda yer bulması epey zor.,yer,AMBIENCE#GENERAL,neutral
fakat kızartma combosu bir harika.,kızartma combosu,FOOD#QUALITY,positive
sürekli kalabalik nedeniyle servis oldukca yavas.,servis,SERVICE#GENERAL,negative
bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,hesabın gelmesi,SERVICE#GENERAL,negative
Sadece ün yapmak işte hepsi bundan ibaret.,NULL,RESTAURANT#GENERAL,negative
Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,konsept,AMBIENCE#GENERAL,negative
"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı.",sipariş,SERVICE#GENERAL,negative
Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.,NULL,SERVICE#GENERAL,negative
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.,ortam,AMBIENCE#GENERAL,positive
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.,yemekler,FOOD#QUALITY,positive
Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,hesabi,SERVICE#GENERAL,negative
Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,Calisanlar,SERVICE#GENERAL,negative
içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,fiyat,RESTAURANT#PRICES,positive
içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,içecek çeşitliliği,DRINKS#STYLE_OPTIONS,negative
